Time,U_mean,U_max
5/12/2007 17:39,5.846,7.618
5/12/2007 17:50,5.392,7.044
5/12/2007 18:00,6.734,8.38
5/12/2007 18:09,7.014,8.19
5/12/2007 18:20,6.481,7.426
5/12/2007 18:29,7.498,8.57
5/12/2007 18:40,8.2,9.34
5/12/2007 18:49,8.78,9.15
5/12/2007 19:00,9.02,9.53
5/12/2007 19:09,8.09,9.34
5/12/2007 19:20,7.794,8.77
5/12/2007 19:30,7.91,8.96
5/12/2007 19:39,8.53,9.34
5/12/2007 19:50,8.91,9.53
5/12/2007 19:59,9.09,9.53
5/12/2007 20:10,9.27,9.53
5/12/2007 20:19,9.54,9.91
5/12/2007 20:30,9.7,9.91
5/12/2007 20:39,10.42,11.44
5/12/2007 20:50,11.47,11.83
5/12/2007 21:00,11.53,11.83
5/12/2007 21:09,11.76,12.21
5/12/2007 21:20,11.61,12.02
5/12/2007 21:29,11.6,11.83
5/12/2007 21:40,11.74,11.83
5/12/2007 21:49,11.67,12.02
5/12/2007 22:00,11.82,12.21
5/12/2007 22:09,11.74,12.21
5/12/2007 22:20,12.26,12.59
5/12/2007 22:30,12.58,12.78
5/12/2007 22:39,12.8,12.97
5/12/2007 22:50,12.54,12.78
5/12/2007 22:59,12.64,12.78
5/12/2007 23:10,12.17,12.78
5/12/2007 23:19,12.34,12.97
5/12/2007 23:30,13.08,14.5
5/12/2007 23:39,12.32,13.36
5/12/2007 23:50,12.01,12.59
5/13/2007 0:00,12.26,12.78
5/13/2007 0:09,12.66,13.55
5/13/2007 0:20,13.52,13.93
5/13/2007 0:29,13.53,14.31
5/13/2007 0:40,14.33,14.69
5/13/2007 0:49,14.81,15.65
5/13/2007 1:00,15.92,16.8
5/13/2007 1:09,16.41,16.99
5/13/2007 1:20,15.76,16.22
5/13/2007 1:30,14.78,15.84
5/13/2007 1:39,14.07,15.27
5/13/2007 1:50,13.83,15.08
5/13/2007 1:59,13.87,15.08
5/13/2007 2:10,13.71,14.89
5/13/2007 2:19,13.23,14.5
5/13/2007 2:30,12.45,13.16
5/13/2007 2:39,12.6,13.74
5/13/2007 2:50,13.64,15.08
5/13/2007 3:00,13.48,15.08
5/13/2007 3:09,13.56,14.89
5/13/2007 3:20,13.78,15.65
5/13/2007 3:29,14.44,15.84
5/13/2007 3:40,14.58,16.22
5/13/2007 3:49,14.36,15.84
5/13/2007 4:00,14.74,16.22
5/13/2007 4:09,14.52,16.42
5/13/2007 4:20,15.19,16.22
5/13/2007 4:30,14.88,16.22
5/13/2007 4:39,14.47,16.22
5/13/2007 4:50,13.77,16.03
5/13/2007 4:59,12.74,14.31
5/13/2007 5:10,12.86,14.89
5/13/2007 5:19,12.95,14.89
5/13/2007 5:30,13,14.89
5/13/2007 5:39,13.39,15.27
5/13/2007 5:50,13.21,15.08
5/13/2007 6:00,12.91,14.69
5/13/2007 6:09,13.1,15.27
5/13/2007 6:20,13.1,14.5
5/13/2007 6:29,13.14,14.31
5/13/2007 6:40,12.51,14.12
5/13/2007 6:49,11.15,12.59
5/13/2007 7:00,10.9,12.02
5/13/2007 7:09,9.72,11.25
5/13/2007 7:20,9.89,10.68
5/13/2007 7:30,10.58,12.59
5/13/2007 7:39,10.55,12.21
5/13/2007 7:50,10.43,12.21
5/13/2007 7:59,9.84,11.63
5/13/2007 8:10,9.87,12.4
5/13/2007 8:19,9.67,12.21
5/13/2007 8:30,9.59,12.4
5/13/2007 8:39,9.4,11.83
5/13/2007 8:50,8.66,10.3
5/13/2007 9:00,7.972,9.91
5/13/2007 9:09,8.97,10.87
5/13/2007 9:20,8.55,10.87
5/13/2007 9:29,7.936,10.3
5/13/2007 9:40,7.449,9.91
5/13/2007 9:49,8.25,10.3
5/13/2007 10:00,8.48,10.3
5/13/2007 10:09,8.2,9.53
5/13/2007 10:20,7.598,8.96
5/13/2007 10:30,7.407,9.53
5/13/2007 10:39,7.256,9.15
5/13/2007 10:50,7.731,9.72
5/13/2007 10:59,7.908,9.34
5/13/2007 11:10,8.09,10.1
5/13/2007 11:19,7.958,9.53
5/13/2007 11:30,7.584,9.91
5/13/2007 11:39,7.638,9.34
5/13/2007 11:50,8.23,9.91
5/13/2007 12:00,8.38,10.3
5/13/2007 12:09,8.27,10.1
5/13/2007 12:20,8.24,10.3
5/13/2007 12:29,8.12,9.91
5/13/2007 12:40,8.79,10.87
5/13/2007 12:49,8.82,10.49
5/13/2007 13:00,8.69,10.49
5/13/2007 13:09,9.45,12.78
5/13/2007 13:20,9.29,11.25
5/13/2007 13:30,8.91,10.68
5/13/2007 13:39,9.01,11.44
5/13/2007 13:50,9.26,12.78
5/13/2007 13:59,9.1,12.21
5/13/2007 14:10,9.46,12.78
5/13/2007 14:19,8.84,10.87
5/13/2007 14:30,9.52,12.02
5/13/2007 14:39,8.74,10.3
5/13/2007 14:50,8.96,11.44
5/13/2007 15:00,9,11.25
5/13/2007 15:09,9.38,11.06
5/13/2007 15:20,9.85,12.4
5/13/2007 15:29,9.89,12.21
5/13/2007 15:40,9.63,12.4
5/13/2007 15:49,9.85,12.78
5/13/2007 16:00,10.26,12.21
5/13/2007 16:09,10.25,12.21
5/13/2007 16:20,10.18,12.02
5/13/2007 16:30,10.1,12.4
5/13/2007 16:39,10.27,11.83
5/13/2007 16:50,9.95,11.25
5/13/2007 16:59,9.77,11.63
5/13/2007 17:10,9.54,11.63
5/13/2007 17:19,10.38,12.21
5/13/2007 17:30,10.13,12.21
5/13/2007 17:39,9.55,12.02
5/13/2007 17:50,10.44,12.21
5/13/2007 18:00,10.47,12.4
5/13/2007 18:09,10.12,12.02
5/13/2007 18:20,10.66,12.02
5/13/2007 18:29,10.9,12.21
5/13/2007 18:40,10.69,12.59
5/13/2007 18:49,10.31,12.21
5/13/2007 19:00,9.55,11.83
5/13/2007 19:09,10.22,12.78
5/13/2007 19:20,10.86,12.21
5/13/2007 19:30,10.06,11.63
5/13/2007 19:39,10.63,12.4
5/13/2007 19:50,10.33,11.44
5/13/2007 19:59,11.17,12.59
5/13/2007 20:10,12,12.78
5/13/2007 20:19,11.81,12.97
5/13/2007 20:30,12.02,13.16
5/13/2007 20:39,12.67,13.93
5/13/2007 20:50,12.78,13.93
5/13/2007 21:00,13.54,14.5
5/13/2007 21:09,13.41,14.12
5/13/2007 21:20,13.83,14.89
5/13/2007 21:29,14.74,15.84
5/13/2007 21:40,15.32,16.61
5/13/2007 21:49,16.3,17.37
5/13/2007 22:00,16.87,17.95
5/13/2007 22:09,17.2,17.95
5/13/2007 22:20,16.77,17.95
5/13/2007 22:30,16.7,17.56
5/13/2007 22:39,16.44,17.37
5/13/2007 22:50,16.07,17.37
5/13/2007 22:59,16.24,18.52
5/13/2007 23:10,15.87,17.95
5/13/2007 23:19,15.9,18.14
5/13/2007 23:30,15.97,17.95
5/13/2007 23:39,16.67,18.52
5/13/2007 23:50,16.41,18.33
5/14/2007 0:00,16.42,18.14
5/14/2007 0:09,15.89,17.37
5/14/2007 0:20,15.64,17.18
5/14/2007 0:29,15.86,17.18
5/14/2007 0:40,15.87,17.95
5/14/2007 0:49,16.29,17.95
5/14/2007 1:00,16.07,17.56
5/14/2007 1:09,15.8,17.18
5/14/2007 1:20,15.38,16.99
5/14/2007 1:30,15.39,16.61
5/14/2007 1:39,16.05,18.71
5/14/2007 1:50,15.62,17.75
5/14/2007 1:59,15.39,17.18
5/14/2007 2:10,14.17,16.03
5/14/2007 2:19,14.3,16.22
5/14/2007 2:30,14.41,15.65
5/14/2007 2:39,15.81,18.52
5/14/2007 2:50,16.28,17.95
5/14/2007 3:00,16.41,18.71
5/14/2007 3:09,17.06,18.9
5/14/2007 3:20,16.91,19.28
5/14/2007 3:29,17.23,18.52
5/14/2007 3:40,16.99,18.33
5/14/2007 3:49,16.14,17.18
5/14/2007 4:00,15.79,16.61
5/14/2007 4:09,15.82,16.8
5/14/2007 4:20,15.63,16.61
5/14/2007 4:30,15.49,16.61
5/14/2007 4:39,15.24,16.42
5/14/2007 4:50,14.93,16.22
5/14/2007 4:59,14.1,16.03
5/14/2007 5:10,13.33,15.08
5/14/2007 5:19,14.11,16.03
5/14/2007 5:30,14.22,15.46
5/14/2007 5:39,14.69,16.8
5/14/2007 5:50,14.95,16.22
5/14/2007 6:00,15.01,16.03
5/14/2007 6:09,15.19,16.22
5/14/2007 6:20,15.13,16.03
5/14/2007 6:29,14.34,15.84
5/14/2007 6:40,14.18,15.27
5/14/2007 6:49,14.4,15.65
5/14/2007 7:00,14.77,16.42
5/14/2007 7:09,15.14,16.22
5/14/2007 7:20,15,16.61
5/14/2007 7:30,14.22,15.46
5/14/2007 7:39,13.96,15.46
5/14/2007 7:50,12.68,14.31
5/14/2007 7:59,12.27,13.74
5/14/2007 8:10,11.8,13.55
5/14/2007 8:19,12.83,15.84
5/14/2007 8:30,13.61,17.37
5/14/2007 8:39,12.77,15.08
5/14/2007 8:50,12.39,15.08
5/14/2007 9:00,11.79,14.69
5/14/2007 9:09,11.94,14.31
5/14/2007 9:20,11.57,13.74
5/14/2007 9:29,11.14,14.89
5/14/2007 9:40,10.84,14.5
5/14/2007 9:49,12.52,15.65
5/14/2007 10:00,11.08,14.31
5/14/2007 10:09,12,15.46
5/14/2007 10:20,13.14,16.61
5/14/2007 10:30,12.85,16.8
5/14/2007 10:39,12.07,16.99
5/14/2007 10:50,14.55,18.52
5/14/2007 10:59,15.76,17.37
5/14/2007 11:10,15.57,21.2
5/14/2007 11:19,15.93,19.67
5/14/2007 11:30,14.8,18.9
5/14/2007 11:39,15.33,17.56
5/14/2007 11:50,14.87,17.37
5/14/2007 12:00,13.19,17.37
5/14/2007 12:09,14.7,17.56
5/14/2007 12:20,12.24,14.69
5/14/2007 12:29,13.71,16.61
5/14/2007 12:40,14.21,17.37
5/14/2007 12:49,14.32,16.8
5/14/2007 13:00,15.88,18.9
5/14/2007 13:09,15.94,19.28
5/14/2007 13:20,14,16.42
5/14/2007 13:30,14.66,16.8
5/14/2007 13:39,15.03,19.28
5/14/2007 13:50,15.5,19.28
5/14/2007 13:59,14.32,17.56
5/14/2007 14:10,14.58,16.8
5/14/2007 14:19,15.53,18.9
5/14/2007 14:30,15.71,17.56
5/14/2007 14:39,15.48,17.37
5/14/2007 14:50,14.36,17.37
5/14/2007 15:00,13.88,17.37
5/14/2007 15:09,13.83,16.8
5/14/2007 15:20,13.68,17.18
5/14/2007 15:29,13.85,16.61
5/14/2007 15:40,14.26,16.61
5/14/2007 15:49,12.82,17.18
5/14/2007 16:00,13.79,17.18
5/14/2007 16:09,13.73,16.22
5/14/2007 16:20,13.81,17.18
5/14/2007 16:30,15.8,17.37
5/14/2007 16:39,15.6,17.37
5/14/2007 16:50,15.56,17.56
5/14/2007 16:59,12.34,15.65
5/14/2007 17:10,12.79,15.65
5/14/2007 17:19,13.07,16.61
5/14/2007 17:30,14.19,16.8
5/14/2007 17:39,13.54,16.61
5/14/2007 17:50,13.6,16.42
5/14/2007 18:00,14.13,16.99
5/14/2007 18:09,12.32,14.5
5/14/2007 18:20,13.76,16.8
5/14/2007 18:29,13.95,18.33
5/14/2007 18:40,13.32,16.42
5/14/2007 18:49,11.94,16.61
5/14/2007 19:00,10.72,14.5
5/14/2007 19:09,11.49,14.31
5/14/2007 19:20,11.55,13.74
5/14/2007 19:30,11.65,14.31
5/14/2007 19:39,11.29,13.55
5/14/2007 19:50,10.45,13.16
5/14/2007 19:59,10.73,13.16
5/14/2007 20:10,11.62,14.31
5/14/2007 20:19,12.61,14.31
5/14/2007 20:30,12.68,14.31
5/14/2007 20:39,13.01,14.89
5/14/2007 20:50,14.2,15.46
5/14/2007 21:00,13.89,15.46
5/14/2007 21:09,14.05,16.03
5/14/2007 21:20,15,16.8
5/14/2007 21:29,14.67,16.42
5/14/2007 21:40,14.57,17.18
5/14/2007 21:49,14.16,16.42
5/14/2007 22:00,12.96,16.22
5/14/2007 22:09,12.96,15.27
5/14/2007 22:20,12.22,14.5
5/14/2007 22:30,8.65,12.59
5/14/2007 22:39,11.02,14.31
5/14/2007 22:50,11.1,12.59
5/14/2007 22:59,12.14,14.69
5/14/2007 23:10,11.91,13.16
5/14/2007 23:19,11.06,12.02
5/14/2007 23:30,10.06,11.25
5/14/2007 23:39,8.97,10.3
5/14/2007 23:50,7.926,8.96
5/15/2007 0:00,7.09,8.19
5/15/2007 0:09,6.607,7.426
5/15/2007 0:20,8.39,9.91
5/15/2007 0:29,9.39,11.44
5/15/2007 1:00,7.623,8.96
5/15/2007 1:09,8.63,9.91
5/15/2007 1:20,8.07,9.15
5/15/2007 1:30,7.61,8.96
5/15/2007 1:39,7.225,7.809
5/15/2007 1:50,7.339,8.19
5/15/2007 1:59,7.454,8.19
5/15/2007 2:10,7.383,8
5/15/2007 2:19,7.711,8.96
5/15/2007 2:30,8.07,8.77
5/15/2007 3:40,7.822,8.38
5/15/2007 4:30,9.37,10.49
5/15/2007 4:39,9.6,10.68
5/15/2007 4:50,7.988,9.34
5/15/2007 4:59,9.81,11.44
5/15/2007 5:10,11.57,12.21
5/15/2007 5:19,12.19,12.97
5/15/2007 5:30,10.48,12.21
5/15/2007 5:39,9.27,12.02
5/15/2007 5:50,11.29,12.02
5/15/2007 6:00,11.54,12.21
5/15/2007 6:09,11.24,11.83
5/15/2007 6:20,10.22,11.63
5/15/2007 6:29,9.6,11.06
5/15/2007 6:40,10.21,10.68
5/15/2007 6:49,10.49,10.87
5/15/2007 7:09,9.53,11.25
5/15/2007 7:20,9.99,11.25
5/15/2007 7:30,10.49,11.44
5/15/2007 7:39,10.37,11.25
5/15/2007 7:50,9.87,10.68
5/15/2007 7:59,9.86,10.49
5/15/2007 9:49,12.91,13.55
5/15/2007 11:19,10.94,13.93
5/15/2007 11:30,8.98,12.02
5/15/2007 11:39,10.43,12.59
5/15/2007 11:50,11.25,12.78
5/15/2007 12:00,9.99,13.36
5/15/2007 12:09,10.6,13.16
5/15/2007 12:20,11.09,13.16
5/15/2007 12:29,11.24,13.55
5/15/2007 12:40,11.38,12.97
5/15/2007 12:49,10.09,12.4
5/15/2007 13:00,11.04,13.16
5/15/2007 13:09,12.25,13.36
5/15/2007 13:20,10.67,13.36
5/15/2007 13:30,10.18,12.97
5/15/2007 13:39,9.92,12.78
5/15/2007 13:50,10.94,12.59
5/15/2007 13:59,11.13,13.36
5/15/2007 14:10,11.59,14.31
5/15/2007 14:19,9.78,12.21
5/15/2007 14:30,12.6,14.12
5/15/2007 14:39,11.37,14.69
5/15/2007 14:50,11.8,13.93
5/15/2007 15:00,12.27,14.69
5/15/2007 15:09,12.11,15.65
5/15/2007 15:20,13.97,15.27
5/15/2007 15:29,11.98,14.31
5/15/2007 15:40,11.8,14.5
5/15/2007 15:49,11.36,13.93
5/15/2007 16:00,11.07,13.93
5/15/2007 16:09,10.99,14.12
5/15/2007 16:20,12.15,14.31
5/15/2007 16:30,12.88,14.69
5/15/2007 16:39,13.19,16.8
5/15/2007 16:50,13.15,15.46
5/15/2007 16:59,12.01,15.84
5/15/2007 17:10,13.74,15.84
5/15/2007 17:19,14.24,16.61
5/15/2007 17:30,14.93,16.99
5/15/2007 17:39,13.3,15.27
5/15/2007 17:50,14.32,17.18
5/15/2007 18:00,11.93,15.84
5/15/2007 18:09,11.93,13.74
5/15/2007 18:20,12.49,16.03
5/15/2007 18:29,13.73,15.65
5/15/2007 18:40,11.23,13.16
5/15/2007 18:49,10.94,12.78
5/15/2007 19:00,11.15,12.78
5/15/2007 19:09,12.51,14.31
5/15/2007 19:20,10.52,12.97
5/15/2007 19:30,10.32,13.36
5/15/2007 19:39,10.61,12.02
5/15/2007 19:50,10.72,12.4
5/15/2007 19:59,10.52,12.02
5/15/2007 20:10,11.64,12.97
5/15/2007 20:19,11.29,12.4
5/15/2007 20:30,11.3,12.97
5/15/2007 20:39,11.92,12.78
5/15/2007 20:50,11.34,12.59
5/15/2007 21:00,11.39,12.59
5/15/2007 21:09,11.21,12.02
5/15/2007 21:20,10.81,11.63
5/15/2007 21:29,9.65,10.3
5/15/2007 21:40,9.15,9.34
5/15/2007 21:49,8.62,8.96
5/15/2007 22:00,8.36,8.77
5/15/2007 22:09,8.49,9.72
5/15/2007 22:20,8.8,9.34
5/15/2007 22:30,9.02,9.91
5/15/2007 22:39,9.49,10.49
5/15/2007 22:50,9.91,10.3
5/15/2007 22:59,9.58,9.91
5/15/2007 23:10,10.08,10.87
5/15/2007 23:19,10.28,10.87
5/15/2007 23:30,10.53,11.06
5/15/2007 23:39,11.15,12.21
5/15/2007 23:50,11.91,12.4
5/16/2007 0:00,12.22,12.59
5/16/2007 0:09,12.41,12.78
5/16/2007 0:20,12.37,12.78
5/16/2007 0:29,12.39,12.78
5/16/2007 0:40,11.74,12.4
5/16/2007 0:49,11.54,11.83
5/16/2007 1:00,11.21,11.63
5/16/2007 1:09,10.82,11.25
5/16/2007 1:20,10.43,10.87
5/16/2007 1:30,9.87,10.49
5/16/2007 1:39,9.38,9.72
5/16/2007 1:50,8.93,9.91
5/16/2007 1:59,8.97,9.34
5/16/2007 2:10,9,9.34
5/16/2007 2:19,8.76,9.15
5/16/2007 2:30,8.22,8.57
5/16/2007 2:39,8.23,8.38
5/16/2007 2:50,7.968,8.19
5/16/2007 3:00,7.772,8
5/16/2007 3:09,7.262,7.618
5/16/2007 3:20,6.959,7.426
5/16/2007 3:29,6.693,6.853
5/16/2007 3:40,6.457,6.661
5/16/2007 3:49,6.148,6.47
5/16/2007 4:00,5.929,6.087
5/16/2007 4:09,5.833,6.087
5/16/2007 4:20,5.901,6.087
5/16/2007 4:30,6.257,6.47
5/16/2007 4:39,6.375,6.661
5/16/2007 4:50,7.437,8.38
5/16/2007 4:59,8.47,8.77
5/16/2007 5:10,8.84,9.34
5/16/2007 5:19,8.67,8.96
5/16/2007 5:30,9.24,9.72
5/16/2007 5:39,9.23,9.53
5/16/2007 5:50,8.96,9.34
5/16/2007 6:00,8.65,8.96
5/16/2007 6:09,8.9,9.53
5/16/2007 6:20,9.1,9.53
5/16/2007 6:29,8.51,8.77
5/16/2007 6:40,8.46,8.77
5/16/2007 6:49,8.54,8.77
5/16/2007 7:00,8.17,8.38
5/16/2007 7:09,8.86,9.34
5/16/2007 7:20,9.36,10.1
5/16/2007 7:30,10.58,11.25
5/16/2007 7:39,10.4,11.06
5/16/2007 7:50,10.44,11.25
5/16/2007 7:59,11.64,12.21
5/16/2007 8:10,11.69,12.02
5/16/2007 8:19,11.66,12.4
5/16/2007 8:30,10.78,12.4
5/16/2007 8:39,10.41,12.21
5/16/2007 8:50,10.41,12.02
5/16/2007 9:00,10.04,11.83
5/16/2007 9:09,9.96,12.21
5/16/2007 9:20,9.43,12.21
5/16/2007 9:29,7.949,10.1
5/16/2007 9:40,7.895,10.49
5/16/2007 9:49,7.41,11.06
5/16/2007 10:00,7.216,10.3
5/16/2007 10:09,7.558,10.87
5/16/2007 10:20,6.681,9.72
5/16/2007 10:30,8.34,11.83
5/16/2007 10:39,6.79,11.25
5/16/2007 10:50,6.663,10.1
5/16/2007 10:59,9.82,12.4
5/16/2007 11:10,7.925,10.87
5/16/2007 11:19,10.63,13.93
5/16/2007 11:30,8.54,12.4
5/16/2007 11:39,11.66,14.89
5/16/2007 11:50,12.98,15.08
5/16/2007 12:00,12.14,13.74
5/16/2007 12:09,12.34,15.27
5/16/2007 12:20,11.71,15.08
5/16/2007 12:29,10.65,13.74
5/16/2007 12:40,11.95,14.31
5/16/2007 12:49,11.41,13.55
5/16/2007 13:00,10.94,12.59
5/16/2007 13:09,10.36,13.74
5/16/2007 13:20,12.39,15.46
5/16/2007 13:30,12.33,14.69
5/16/2007 13:39,12.06,13.93
5/16/2007 13:50,11.49,13.55
5/16/2007 13:59,11.41,13.74
5/16/2007 14:10,12.8,15.08
5/16/2007 14:19,12.73,15.08
5/16/2007 14:30,10.23,13.55
5/16/2007 14:39,10.47,13.93
5/16/2007 14:50,11.19,13.74
5/16/2007 15:00,11.07,14.12
5/16/2007 15:09,10.6,12.21
5/16/2007 15:20,11.53,14.69
5/16/2007 15:29,12.87,15.84
5/16/2007 15:40,10.9,13.55
5/16/2007 15:49,10.32,13.16
5/16/2007 16:00,11.77,14.31
5/16/2007 16:09,11.09,14.89
5/16/2007 16:20,11.25,14.89
5/16/2007 16:30,9.83,13.93
5/16/2007 16:39,10.8,14.12
5/16/2007 16:50,12.14,14.89
5/16/2007 16:59,13.55,16.8
5/16/2007 17:10,11.36,14.5
5/16/2007 17:19,11.66,14.89
5/16/2007 17:30,11.23,17.37
5/16/2007 17:39,13.36,16.42
5/16/2007 17:50,14.2,16.99
5/16/2007 18:00,13.39,16.22
5/16/2007 18:09,13.12,16.99
5/16/2007 18:20,12.6,15.84
5/16/2007 18:29,13.25,16.61
5/16/2007 18:40,14.32,16.61
5/16/2007 18:49,12.74,15.27
5/16/2007 19:00,13.36,15.65
5/16/2007 19:09,15.36,17.18
5/16/2007 19:20,14.02,16.03
5/16/2007 19:30,14.37,15.84
5/16/2007 19:39,13.25,14.69
5/16/2007 19:50,13.48,15.46
5/16/2007 19:59,14.96,16.22
5/16/2007 20:10,14.24,15.65
5/16/2007 20:19,13.61,14.89
5/16/2007 20:30,13.66,14.89
5/16/2007 20:39,13.14,14.5
5/16/2007 20:50,13.06,14.12
5/16/2007 21:00,12.26,13.36
5/16/2007 21:09,13,14.12
5/16/2007 21:20,12.81,14.12
5/16/2007 21:29,13.74,15.84
5/16/2007 21:40,13.46,14.89
5/16/2007 21:49,12.71,14.31
5/16/2007 22:00,12.71,14.89
5/16/2007 22:09,12.74,14.31
5/16/2007 22:20,12.84,14.12
5/16/2007 22:30,12.64,13.74
5/16/2007 22:39,12.87,14.12
5/16/2007 22:50,12.46,13.36
5/16/2007 22:59,12.54,13.55
5/16/2007 23:10,11.85,13.16
5/16/2007 23:19,11.44,12.21
5/16/2007 23:30,11.33,12.4
5/16/2007 23:39,11.75,12.59
5/16/2007 23:50,12.43,13.16
5/17/2007 0:00,12.27,12.97
5/17/2007 0:09,12.08,12.59
5/17/2007 0:20,11.32,12.02
5/17/2007 0:29,11.86,12.4
5/17/2007 0:40,12.04,12.4
5/17/2007 0:49,11.18,11.83
5/17/2007 1:00,11.01,11.44
5/17/2007 1:09,11.04,11.63
5/17/2007 1:20,11.33,11.83
5/17/2007 1:30,11.17,11.63
5/17/2007 1:39,11.07,11.44
5/17/2007 1:50,11.32,11.83
5/17/2007 1:59,10.97,11.25
5/17/2007 2:10,10.61,11.06
5/17/2007 2:19,10.64,11.06
5/17/2007 2:30,10.62,10.87
5/17/2007 2:39,10.6,11.06
5/17/2007 2:50,10.67,11.06
5/17/2007 3:00,10.71,11.06
5/17/2007 3:09,10.79,11.06
5/17/2007 3:20,10.62,11.25
5/17/2007 3:29,11,11.25
5/17/2007 3:40,10.72,11.06
5/17/2007 3:49,10.95,11.83
5/17/2007 4:00,12.02,12.78
5/17/2007 4:09,12.3,12.78
5/17/2007 4:20,11.99,12.21
5/17/2007 4:30,11.63,12.02
5/17/2007 4:39,11.05,11.63
5/17/2007 4:50,10.97,11.63
5/17/2007 4:59,11.57,12.59
5/17/2007 5:10,11.9,12.4
5/17/2007 5:19,11.84,12.02
5/17/2007 5:30,11.34,12.4
5/17/2007 5:39,11.24,12.02
5/17/2007 5:50,11.37,11.83
5/17/2007 6:00,10.92,11.63
5/17/2007 6:09,10.29,10.87
5/17/2007 6:20,9.44,9.91
5/17/2007 6:29,9.8,10.1
5/17/2007 6:40,9.62,10.1
5/17/2007 6:49,9.37,9.72
5/17/2007 7:00,9.3,9.72
5/17/2007 7:09,9.59,10.1
5/17/2007 7:20,9.48,9.72
5/17/2007 7:30,9.66,9.91
5/17/2007 7:39,9.52,10.1
5/17/2007 7:50,8.58,9.53
5/17/2007 7:59,7.565,8.57
5/17/2007 8:10,7.312,8.19
5/17/2007 8:19,6.862,7.618
5/17/2007 8:30,5.773,7.426
5/17/2007 8:39,4.081,6.279
5/17/2007 8:50,4.46,5.322
5/17/2007 9:00,3.597,5.514
5/17/2007 9:09,4.011,5.322
5/17/2007 9:20,4.405,6.087
5/17/2007 9:29,4.866,6.853
5/17/2007 9:40,5.129,6.279
5/17/2007 9:49,6.014,7.809
5/17/2007 10:00,5.31,7.426
5/17/2007 10:09,5.089,7.426
5/17/2007 10:20,4.792,7.044
5/17/2007 10:30,4.96,6.853
5/17/2007 10:39,4.822,6.087
5/17/2007 10:50,4.427,6.279
5/17/2007 10:59,4.189,6.47
5/17/2007 11:10,4.325,5.705
5/17/2007 11:19,4.63,6.661
5/17/2007 11:30,4.14,6.47
5/17/2007 11:39,2.426,4.749
5/17/2007 11:50,2.931,4.94
5/17/2007 12:00,4.454,6.661
5/17/2007 12:09,4.127,6.47
5/17/2007 12:20,4.232,7.044
5/17/2007 12:29,3.502,6.853
5/17/2007 12:40,4.76,6.661
5/17/2007 12:49,4.515,6.279
5/17/2007 13:00,3.53,5.131
5/17/2007 13:09,2.832,4.366
5/17/2007 13:20,4.091,6.853
5/17/2007 13:30,4.156,6.47
5/17/2007 13:39,3.511,5.705
5/17/2007 13:50,3.42,5.705
5/17/2007 13:59,4.165,5.705
5/17/2007 14:10,3.938,6.661
5/17/2007 14:19,4.072,5.896
5/17/2007 14:30,4.061,6.279
5/17/2007 14:39,4.4,8.38
5/17/2007 14:50,4.038,6.279
5/17/2007 15:00,3.77,7.044
5/17/2007 15:09,4.058,6.853
5/17/2007 15:20,3.804,5.514
5/17/2007 15:29,4.723,8.38
5/17/2007 15:40,4.312,6.47
5/17/2007 15:49,4.559,6.853
5/17/2007 16:00,4.692,6.279
5/17/2007 16:09,3.77,6.087
5/17/2007 16:20,4.737,6.853
5/17/2007 16:30,4.853,7.618
5/17/2007 16:39,4.128,5.896
5/17/2007 16:50,4.818,7.044
5/17/2007 16:59,4.849,6.853
5/17/2007 17:10,5.646,7.618
5/17/2007 17:19,5.307,7.426
5/17/2007 17:30,6.109,8.57
5/17/2007 17:39,5.717,7.235
5/17/2007 17:50,5.219,8.19
5/17/2007 18:00,5.106,7.235
5/17/2007 18:09,5.678,7.809
5/17/2007 18:20,5.418,7.235
5/17/2007 18:29,5.418,6.853
5/17/2007 18:40,5.319,6.661
5/17/2007 18:49,5.571,8
5/17/2007 19:00,6.254,7.426
5/17/2007 19:09,6.138,7.426
5/17/2007 19:20,5.955,7.235
5/17/2007 19:30,5.151,6.087
5/17/2007 19:39,5.351,6.279
5/17/2007 19:50,5.415,6.087
5/17/2007 19:59,5.769,6.661
5/17/2007 20:10,6.214,6.853
5/17/2007 20:19,6.462,7.044
5/17/2007 20:30,6.713,7.235
5/17/2007 20:39,6.718,7.044
5/17/2007 20:50,6.882,7.426
5/17/2007 21:00,7.22,7.809
5/17/2007 21:09,7.162,7.809
5/17/2007 21:20,7.962,8.57
5/17/2007 21:29,8.64,9.15
5/17/2007 21:40,8.4,8.96
5/17/2007 21:49,8.22,8.77
5/17/2007 22:00,8.14,8.77
5/17/2007 22:09,7.918,8.57
5/17/2007 22:20,8.01,8.38
5/17/2007 22:30,8.27,8.77
5/17/2007 22:39,8.06,8.57
5/17/2007 22:50,8.22,8.96
5/17/2007 22:59,8.34,8.77
5/17/2007 23:10,8.77,9.34
5/17/2007 23:19,9.51,10.3
5/17/2007 23:30,10.45,10.87
5/17/2007 23:39,10.75,11.44
5/17/2007 23:50,11.2,11.63
5/18/2007 0:00,11.36,11.63
5/18/2007 0:09,11.13,11.63
5/18/2007 0:20,10.6,10.72
5/18/2007 0:29,10.49,10.68
5/18/2007 0:40,10.33,10.68
5/18/2007 0:49,10.1,10.49
5/18/2007 1:00,9.74,9.91
5/18/2007 1:09,9.34,9.72
5/18/2007 1:20,9.4,9.72
5/18/2007 1:30,9.25,9.53
