Time,U_mean,U_max
1/19/2007 16:39,3.368,5.322
1/19/2007 16:50,4.065,5.514
1/19/2007 16:59,4.731,5.705
1/19/2007 17:10,4.012,5.705
1/19/2007 17:19,3.376,5.131
1/19/2007 17:30,4.866,5.514
1/19/2007 17:39,4.789,5.514
1/19/2007 17:50,4.901,5.322
1/19/2007 18:00,4.756,5.131
1/19/2007 18:09,5.14,6.087
1/19/2007 18:20,4.665,5.131
1/19/2007 18:29,5.004,5.514
1/19/2007 18:40,5.969,6.853
1/19/2007 18:49,5.908,6.279
1/19/2007 19:00,5.925,6.279
1/19/2007 19:09,6.249,6.661
1/19/2007 19:20,6.749,7.044
1/19/2007 19:30,6.788,7.235
1/19/2007 19:39,6.373,6.661
1/19/2007 19:50,6.486,6.853
1/19/2007 19:59,6.501,6.661
1/19/2007 20:10,6.447,6.661
1/19/2007 20:19,5.703,6.661
1/19/2007 20:30,5.328,5.705
1/19/2007 20:39,5.215,5.322
1/19/2007 20:50,4.645,5.322
1/19/2007 21:00,3.754,4.366
1/19/2007 21:09,4.295,4.558
1/19/2007 21:20,4.266,4.94
1/19/2007 21:29,4.125,4.366
1/19/2007 21:40,4.227,4.558
1/19/2007 21:49,3.999,4.558
1/19/2007 22:00,3.961,4.175
1/19/2007 22:09,3.795,3.984
1/19/2007 22:20,4.285,4.558
1/19/2007 22:30,3.731,3.984
1/19/2007 22:39,3.472,3.792
1/19/2007 22:50,3.474,3.601
1/19/2007 22:59,3.286,3.792
1/19/2007 23:10,2.902,3.219
1/19/2007 23:19,2.978,3.219
1/19/2007 23:30,2.885,3.219
1/19/2007 23:39,2.606,2.836
1/19/2007 23:50,2.427,2.645
1/20/2007 0:00,2.281,2.454
1/20/2007 0:09,2.295,2.645
1/20/2007 0:20,2.067,2.454
1/20/2007 0:29,2.036,2.262
1/20/2007 0:40,2.27,2.836
1/20/2007 0:49,2.217,2.645
1/20/2007 1:00,2.452,3.028
1/20/2007 1:09,2.796,3.028
1/20/2007 1:20,2.787,3.219
1/20/2007 1:30,2.712,3.028
1/20/2007 1:39,2.806,3.219
1/20/2007 1:50,2.888,3.219
1/20/2007 1:59,2.848,3.219
1/20/2007 2:10,2.531,3.028
1/20/2007 2:19,2.227,2.454
1/20/2007 2:30,2.182,2.454
1/20/2007 2:39,1.528,2.071
1/20/2007 2:50,1.533,1.689
1/20/2007 3:00,1.641,1.88
1/20/2007 3:09,1.809,2.071
1/20/2007 3:20,2.436,2.836
1/20/2007 3:29,2.865,3.219
1/20/2007 3:40,2.763,3.028
1/20/2007 3:49,2.869,3.028
1/20/2007 4:00,2.902,3.219
1/20/2007 4:09,3.049,3.219
1/20/2007 4:20,3.292,3.601
1/20/2007 4:30,3.283,3.601
1/20/2007 4:39,3.631,4.175
1/20/2007 4:50,3.976,4.175
1/20/2007 4:59,3.959,4.175
1/20/2007 5:10,4.048,4.175
1/20/2007 5:19,4.305,4.558
1/20/2007 5:30,4.413,4.749
1/20/2007 5:39,4.703,4.94
1/20/2007 5:50,5.306,5.705
1/20/2007 6:00,5.787,6.087
1/20/2007 6:09,6.001,6.279
1/20/2007 6:20,6.562,6.661
1/20/2007 6:29,6.788,7.044
1/20/2007 6:40,7.056,7.618
1/20/2007 6:49,6.626,7.044
1/20/2007 7:00,6.598,6.853
1/20/2007 7:09,7.318,7.618
1/20/2007 7:20,7.527,7.809
1/20/2007 7:30,7.611,8
1/20/2007 7:39,7.788,8.19
1/20/2007 7:50,7.875,8.19
1/20/2007 7:59,7.983,8.19
1/20/2007 8:10,7.558,8
1/20/2007 8:19,6.835,8
1/20/2007 8:30,6.296,6.661
1/20/2007 8:39,6.364,6.853
1/20/2007 8:50,6.07,6.853
1/20/2007 9:00,6.207,6.661
1/20/2007 9:09,6.704,7.044
1/20/2007 9:20,6.959,7.235
1/20/2007 9:29,7.502,8.19
1/20/2007 9:40,7.897,8.19
1/20/2007 9:49,8.23,8.38
1/20/2007 10:00,8.73,9.15
1/20/2007 10:09,9.75,10.49
1/20/2007 10:20,10.5,11.44
1/20/2007 10:30,11.41,12.02
1/20/2007 10:39,11.84,12.4
1/20/2007 10:50,11.72,12.21
1/20/2007 10:59,12.17,12.97
1/20/2007 11:10,12.68,13.36
1/20/2007 11:19,12.49,12.97
1/20/2007 11:30,11.31,12.97
1/20/2007 11:39,10.24,11.06
1/20/2007 11:50,10.62,11.06
1/20/2007 12:00,10.57,11.25
1/20/2007 12:09,10.5,11.06
1/20/2007 12:20,10.19,11.44
1/20/2007 12:29,8.64,9.91
1/20/2007 12:40,8.49,9.53
1/20/2007 12:49,8.32,9.53
1/20/2007 13:00,7.444,8.19
1/20/2007 13:09,7.466,8.38
1/20/2007 13:20,6.828,8
1/20/2007 13:30,6.986,8.19
1/20/2007 13:39,6.947,7.809
1/20/2007 13:50,7.397,8.19
1/20/2007 13:59,7.93,9.15
1/20/2007 14:10,7.904,9.15
1/20/2007 14:19,6.822,8.19
1/20/2007 14:30,7.311,8.38
1/20/2007 14:39,7.32,8
1/20/2007 14:50,6.867,7.809
1/20/2007 15:00,6.929,7.809
1/20/2007 15:09,6.958,8.19
1/20/2007 15:20,7.005,8
1/20/2007 15:29,6.705,7.618
1/20/2007 15:40,6.513,7.426
1/20/2007 15:49,6.482,6.853
1/20/2007 16:00,6.57,7.426
1/20/2007 16:09,6.721,7.618
1/20/2007 16:20,7.466,8
1/20/2007 16:30,7.255,7.809
1/20/2007 16:39,6.931,7.809
1/20/2007 16:50,7.213,7.809
1/20/2007 16:59,6.869,7.426
1/20/2007 17:10,6.22,6.853
1/20/2007 17:19,6.826,7.426
1/20/2007 17:30,7.35,7.809
1/20/2007 17:39,8.18,8.77
1/20/2007 17:50,8.51,8.77
1/20/2007 18:00,8.81,9.15
1/20/2007 18:09,9.3,9.53
1/20/2007 18:20,9.4,9.53
1/20/2007 18:29,9.77,10.1
1/20/2007 18:40,10.25,10.49
1/20/2007 18:49,10.48,10.68
1/20/2007 19:00,10.69,10.87
1/20/2007 19:09,10.68,10.87
1/20/2007 19:20,10.74,10.87
1/20/2007 19:30,10.84,11.06
1/20/2007 19:39,11.01,11.44
1/20/2007 19:50,11.2,11.63
1/20/2007 19:59,11.14,11.63
1/20/2007 20:10,11.49,11.83
1/20/2007 20:19,11.51,11.83
1/20/2007 20:30,11.3,11.83
1/20/2007 20:39,10.81,11.25
1/20/2007 20:50,10.5,10.87
1/20/2007 21:00,10.07,10.68
1/20/2007 21:09,9.84,10.49
1/20/2007 21:20,10.06,10.68
1/20/2007 21:29,10.16,10.68
1/20/2007 21:40,10.53,10.87
1/20/2007 21:49,10.17,11.25
1/20/2007 22:00,9.61,10.68
1/20/2007 22:09,9.25,9.91
1/20/2007 22:20,8.87,9.53
1/20/2007 22:30,8.62,10.1
1/20/2007 22:39,8.23,9.53
1/20/2007 22:50,8.48,9.34
1/20/2007 22:59,9.4,10.49
1/20/2007 23:10,9.51,10.1
1/20/2007 23:19,9.78,10.49
1/20/2007 23:30,10.04,10.87
1/20/2007 23:39,10.3,10.87
1/20/2007 23:50,10.35,10.68
1/21/2007 0:00,10.27,11.25
1/21/2007 0:09,9.44,10.3
1/21/2007 0:20,9.81,10.87
1/21/2007 0:29,10.39,11.06
1/21/2007 0:40,10.4,11.06
1/21/2007 0:49,11.15,11.83
1/21/2007 1:00,11.97,13.16
1/21/2007 1:09,11.26,12.02
1/21/2007 1:20,12.1,13.16
1/21/2007 1:30,12.5,13.16
1/21/2007 1:39,12.23,12.78
1/21/2007 1:50,12.55,13.55
1/21/2007 1:59,12.55,13.74
1/21/2007 2:10,12.96,13.93
1/21/2007 2:19,13.72,14.69
1/21/2007 2:30,14.04,14.6
1/21/2007 2:39,14.04,14.89
1/21/2007 2:50,13.12,14.5
1/21/2007 3:00,12.44,13.36
1/21/2007 3:09,12.12,13.36
1/21/2007 3:20,11.07,12.59
1/21/2007 3:29,10.56,11.83
1/21/2007 3:40,10.93,12.4
1/21/2007 3:49,10.75,11.44
1/21/2007 4:00,11.13,12.02
1/21/2007 4:09,11.13,12.21
1/21/2007 4:20,11.28,12.21
1/21/2007 4:30,11.2,12.21
1/21/2007 4:39,11.12,12.21
1/21/2007 4:50,11.36,12.4
1/21/2007 4:59,11.38,12.59
1/21/2007 5:10,12.01,13.16
1/21/2007 5:19,12.42,13.55
1/21/2007 5:30,12.76,13.74
1/21/2007 5:39,12.4,13.16
1/21/2007 5:50,12.06,12.78
1/21/2007 6:00,11.99,12.78
1/21/2007 6:09,11.92,12.78
1/21/2007 6:20,11.82,12.97
1/21/2007 6:29,11.78,12.59
1/21/2007 6:40,11.78,13.16
1/21/2007 6:49,11.5,12.21
1/21/2007 7:00,11.59,12.4
1/21/2007 7:09,11.39,12.21
1/21/2007 7:20,11.11,12.21
1/21/2007 7:30,10.75,12.02
1/21/2007 7:39,11.07,12.4
1/21/2007 7:50,10.96,12.97
1/21/2007 7:59,10.74,12.02
1/21/2007 8:10,10.75,11.83
1/21/2007 8:19,10.8,11.63
1/21/2007 8:30,10.62,11.25
1/21/2007 8:39,10.28,11.25
1/21/2007 8:50,9.88,10.49
1/21/2007 9:00,9.79,10.68
1/21/2007 9:09,10.14,11.25
1/21/2007 9:20,9.54,10.3
1/21/2007 9:29,9.28,9.91
1/21/2007 9:40,9.11,9.53
1/21/2007 9:49,9.19,9.53
1/21/2007 10:00,8.78,9.53
1/21/2007 10:09,8.57,9.15
1/21/2007 10:20,8.36,8.96
1/21/2007 10:30,8.19,8.77
1/21/2007 10:39,7.937,8.77
1/21/2007 10:50,7.551,8
1/21/2007 10:59,7.235,8
1/21/2007 11:10,6.861,7.426
1/21/2007 11:19,6.54,7.044
1/21/2007 11:30,6.408,7.044
1/21/2007 11:39,6.09,6.853
1/21/2007 11:50,5.885,6.853
1/21/2007 12:00,5.98,6.661
1/21/2007 12:09,5.684,6.279
1/21/2007 12:20,5.533,6.47
1/21/2007 12:29,5.607,6.279
1/21/2007 12:40,5.376,6.47
1/21/2007 12:49,5.295,6.279
1/21/2007 13:00,5.522,6.47
1/21/2007 13:09,4.919,5.896
1/21/2007 13:20,4.734,5.896
1/21/2007 13:30,4.192,4.94
1/21/2007 13:39,3.246,4.749
1/21/2007 13:50,3.03,3.984
1/21/2007 13:59,2.648,3.028
1/21/2007 14:10,2.76,3.792
1/21/2007 14:19,3.073,3.792
1/21/2007 14:30,3.032,4.366
1/21/2007 14:39,3.802,4.366
1/21/2007 14:50,3.893,4.749
1/21/2007 15:00,3.179,3.601
1/21/2007 15:09,3.606,4.175
1/21/2007 15:20,3.261,3.792
1/21/2007 15:29,3.18,3.601
1/21/2007 15:40,3.167,3.792
1/21/2007 15:49,2.602,3.219
1/21/2007 16:00,2.807,3.41
1/21/2007 16:09,3.039,3.601
1/21/2007 16:20,4.042,4.558
1/21/2007 16:30,3.783,4.558
1/21/2007 16:39,3.522,4.175
1/21/2007 16:50,3.201,3.984
1/21/2007 16:59,3.305,3.792
1/21/2007 17:10,3.67,4.175
1/21/2007 17:19,3.017,3.984
1/21/2007 17:30,3.548,4.558
1/21/2007 17:39,5.092,5.514
1/21/2007 17:50,5.595,6.087
1/21/2007 18:00,6.254,7.235
1/21/2007 18:09,6.345,7.235
1/21/2007 18:20,6.074,6.661
1/21/2007 18:29,6.359,7.235
1/21/2007 18:40,5.775,6.661
1/21/2007 18:49,6.811,8
1/21/2007 19:00,7.757,8.96
1/21/2007 19:09,6.434,8
1/21/2007 19:20,6.507,7.235
1/21/2007 19:30,7.162,7.618
1/21/2007 19:39,7.571,8.19
1/21/2007 19:50,7.995,8.19
1/21/2007 19:59,7.943,8.38
1/21/2007 20:10,7.245,7.618
1/21/2007 20:19,6.734,6.948
1/21/2007 20:30,7.008,7.235
1/21/2007 20:39,6.921,7.426
1/21/2007 20:50,6.309,6.47
1/21/2007 21:00,6.855,7.618
1/21/2007 21:09,7.707,8.77
1/21/2007 21:20,8.44,8.96
1/21/2007 21:29,8.64,9.15
1/21/2007 21:40,8.48,8.77
1/21/2007 21:49,7.915,8.38
1/21/2007 22:00,7.51,7.809
1/21/2007 22:09,7.17,7.426
1/21/2007 22:20,7.188,7.426
1/21/2007 22:30,7.316,7.618
1/21/2007 22:39,7.903,8.57
1/21/2007 22:50,7.844,8.77
1/21/2007 22:59,8.74,9.34
1/21/2007 23:10,8.76,9.34
1/21/2007 23:19,8.76,9.34
1/21/2007 23:30,8.61,9.15
1/21/2007 23:39,8.47,9.15
1/21/2007 23:50,8.4,8.96
1/22/2007 0:00,8.32,8.77
1/22/2007 0:09,7.873,8.38
1/22/2007 0:20,7.539,7.809
1/22/2007 0:29,7.588,8
1/22/2007 0:40,7.352,7.618
1/22/2007 0:49,6.564,7.235
1/22/2007 1:00,6.588,7.044
1/22/2007 1:09,6.634,7.044
1/22/2007 1:20,6.63,7.044
1/22/2007 1:30,6.853,7.235
1/22/2007 1:39,6.942,7.426
1/22/2007 1:50,7.039,7.618
1/22/2007 1:59,7.056,7.809
1/22/2007 2:10,7.049,7.809
1/22/2007 2:19,6.853,7.809
1/22/2007 2:30,7.183,7.618
1/22/2007 2:39,7.588,8
1/22/2007 2:50,7.262,7.809
1/22/2007 3:00,7.151,8.19
1/22/2007 3:09,7.825,8.57
1/22/2007 3:20,8.12,8.96
1/22/2007 3:29,7.426,8.19
1/22/2007 3:40,6.977,7.809
1/22/2007 3:49,6.304,7.235
1/22/2007 4:00,6.578,7.235
1/22/2007 4:09,6.721,7.618
1/22/2007 4:20,7.161,7.809
1/22/2007 4:30,6.776,7.809
1/22/2007 4:39,6.841,7.618
1/22/2007 4:50,6.46,7.044
1/22/2007 4:59,6.327,6.853
1/22/2007 5:10,7.422,8
1/22/2007 5:19,7.517,8.57
1/22/2007 5:30,7.695,8.38
1/22/2007 5:39,7.738,8.38
1/22/2007 5:50,7.638,8.38
1/22/2007 6:00,8.06,8.38
1/22/2007 6:09,8.26,8.96
1/22/2007 6:20,9.2,9.72
1/22/2007 6:29,8.51,9.15
1/22/2007 6:40,8.34,8.77
1/22/2007 6:49,8.97,9.34
1/22/2007 7:00,9.4,9.72
1/22/2007 7:09,8.86,9.34
1/22/2007 7:20,8.17,8.77
1/22/2007 7:30,7.505,8
1/22/2007 7:39,6.98,7.426
1/22/2007 7:50,6.446,6.853
1/22/2007 7:59,6.395,6.661
1/22/2007 8:10,5.856,6.087
1/22/2007 8:19,5.962,6.279
1/22/2007 8:30,5.589,6.087
1/22/2007 8:39,5.889,6.47
1/22/2007 8:50,5.825,6.661
1/22/2007 9:00,4.94,6.279
1/22/2007 9:09,4.903,6.279
1/22/2007 9:20,5.741,6.279
1/22/2007 9:29,5.671,6.279
1/22/2007 9:40,5.848,6.47
1/22/2007 9:49,5.844,6.661
1/22/2007 10:00,5.283,6.279
1/22/2007 10:09,4.49,5.131
1/22/2007 10:20,4.056,4.94
1/22/2007 10:30,4.629,5.514
1/22/2007 10:39,4.526,5.514
1/22/2007 10:50,5.026,6.279
1/22/2007 10:59,6.36,8
1/22/2007 11:10,6.447,7.618
1/22/2007 11:19,6.006,7.044
1/22/2007 11:30,5.359,6.279
1/22/2007 11:39,5.475,7.044
1/22/2007 11:50,6.181,7.235
1/22/2007 12:00,5.726,6.661
1/22/2007 12:09,4.843,5.514
1/22/2007 12:20,4.686,5.322
1/22/2007 12:29,4.691,5.322
1/22/2007 12:40,5.223,6.087
1/22/2007 12:49,5.509,5.705
1/22/2007 13:00,5.904,7.044
1/22/2007 13:09,6.739,8.19
1/22/2007 13:20,5.493,6.47
1/22/2007 13:30,5.531,7.044
1/22/2007 13:39,6.357,7.618
1/22/2007 13:50,5.171,7.044
1/22/2007 13:59,3.861,6.087
1/22/2007 14:10,5.028,7.426
1/22/2007 14:19,6.457,7.809
1/22/2007 14:30,5.617,7.235
1/22/2007 14:39,4.514,5.896
1/22/2007 14:50,5.277,6.853
1/22/2007 15:00,4.996,7.044
1/22/2007 15:09,5.106,7.044
1/22/2007 15:20,6.282,7.426
1/22/2007 15:29,5.519,7.809
1/22/2007 15:40,4.936,8
1/22/2007 15:49,5.788,7.809
1/22/2007 16:00,5.79,7.044
1/22/2007 16:09,6.173,8
1/22/2007 16:20,5.786,7.426
1/22/2007 16:30,5.406,7.618
1/22/2007 16:39,5.932,7.426
1/22/2007 16:50,5.96,7.044
1/22/2007 16:59,6.281,7.426
1/22/2007 17:10,6.844,8.77
1/22/2007 17:19,7.282,9.34
1/22/2007 17:30,7.386,8.77
1/22/2007 17:39,6.47,8
1/22/2007 17:50,6.595,8.77
1/22/2007 18:00,7.355,8.19
1/22/2007 18:09,6.821,8
1/22/2007 18:20,7.319,8.19
1/22/2007 18:29,6.603,8
1/22/2007 18:40,7.041,8.77
1/22/2007 18:49,6.684,8.19
1/22/2007 19:00,6.931,8.57
1/22/2007 19:09,7.849,8.57
1/22/2007 19:20,7.806,8.77
1/22/2007 19:30,7.998,9.34
1/22/2007 19:39,7.792,8.77
1/22/2007 19:50,8.15,9.53
1/22/2007 19:59,8.81,9.91
1/22/2007 20:10,8.61,9.91
1/22/2007 20:19,7.463,9.53
1/22/2007 20:30,8.44,9.53
1/22/2007 20:39,8.56,10.3
1/22/2007 20:50,9.12,10.3
1/22/2007 21:00,7.73,9.53
1/22/2007 21:09,8.08,9.34
1/22/2007 21:20,7.329,8.96
1/22/2007 21:29,8.04,9.91
1/22/2007 21:40,9.24,11.63
1/22/2007 21:49,11.44,12.59
1/22/2007 22:00,11.81,12.78
1/22/2007 22:09,12.08,13.74
1/22/2007 22:20,12.21,13.55
1/22/2007 22:30,12.49,13.55
1/22/2007 22:39,12.36,13.74
1/22/2007 22:50,12.73,13.93
1/22/2007 22:59,13.73,15.46
1/22/2007 23:10,13.71,14.89
1/22/2007 23:19,12.94,14.5
1/22/2007 23:30,12.55,13.93
1/22/2007 23:39,13.4,14.69
1/22/2007 23:50,13.42,14.5
1/23/2007 0:00,13.44,14.31
1/23/2007 0:09,13.58,15.46
1/23/2007 0:20,13.75,14.89
1/23/2007 0:29,12.54,14.5
1/23/2007 0:40,12.77,14.31
1/23/2007 0:49,12.97,14.12
1/23/2007 1:00,14.25,16.03
1/23/2007 1:09,14.11,15.27
1/23/2007 1:20,14.55,15.84
1/23/2007 1:30,15.11,16.22
1/23/2007 1:39,15.4,16.99
1/23/2007 1:50,15.26,16.99
1/23/2007 1:59,14.65,16.03
1/23/2007 2:10,13.81,15.27
1/23/2007 2:19,14.06,15.27
1/23/2007 2:30,14.11,15.08
1/23/2007 2:39,14.64,15.27
1/23/2007 2:50,14.35,15.27
1/23/2007 3:00,13.92,14.5
1/23/2007 3:09,14.16,14.69
1/23/2007 3:20,13.95,14.31
1/23/2007 3:29,13.44,14.31
1/23/2007 3:40,13.65,14.5
1/23/2007 3:49,13.45,14.31
1/23/2007 4:00,14.39,15.27
1/23/2007 4:09,14.57,15.84
1/23/2007 4:20,15.74,17.37
1/23/2007 4:30,15.53,16.99
1/23/2007 4:39,15.18,16.42
1/23/2007 4:50,14.55,15.84
1/23/2007 4:59,13.85,14.89
1/23/2007 5:10,13.11,14.12
1/23/2007 5:19,12.99,14.5
1/23/2007 5:30,11.91,13.74
1/23/2007 5:39,11.28,12.97
1/23/2007 5:50,10,11.63
1/23/2007 6:00,10.23,14.12
1/23/2007 6:09,12.12,14.12
1/23/2007 6:20,11.77,13.93
1/23/2007 6:29,13.72,15.08
1/23/2007 6:40,13.28,13.93
1/23/2007 6:49,14.43,15.46
1/23/2007 7:00,14.66,15.46
1/23/2007 7:09,14.23,14.89
1/23/2007 7:20,14.17,14.5
1/23/2007 7:30,11.89,14.5
1/23/2007 7:39,10.14,12.21
1/23/2007 7:50,9.57,10.68
1/23/2007 7:59,10.16,10.87
1/23/2007 8:10,11.42,12.4
1/23/2007 8:19,10.4,12.02
1/23/2007 8:30,10.35,10.87
1/23/2007 8:39,10.61,11.44
1/23/2007 8:50,8.96,10.87
1/23/2007 9:00,8.37,9.53
1/23/2007 9:09,7.407,8
1/23/2007 9:20,7.999,8.96
1/23/2007 9:29,8.26,9.91
1/23/2007 9:40,7.932,8.96
1/23/2007 9:49,8.37,9.34
1/23/2007 10:00,8.85,9.34
1/23/2007 10:09,8.91,10.1
1/23/2007 10:20,9.9,10.49
1/23/2007 10:30,8.57,10.3
1/23/2007 10:39,8.29,9.15
1/23/2007 10:50,6.531,7.235
1/23/2007 10:59,5.264,5.896
1/23/2007 11:10,6.335,7.426
1/23/2007 11:19,7.45,8.38
1/23/2007 11:30,8.32,9.15
1/23/2007 11:39,9.11,10.3
1/23/2007 11:50,8.93,10.1
1/23/2007 12:00,9.14,9.72
1/23/2007 12:09,8.55,9.34
1/23/2007 12:20,8.29,9.15
1/23/2007 12:29,7.693,8.38
1/23/2007 12:49,7.204,7.809
1/23/2007 13:00,7.87,8.38
1/23/2007 13:09,7.805,8.38
1/23/2007 13:20,8.04,8.77
1/23/2007 13:30,8.14,8.77
1/23/2007 13:39,7.974,8.77
1/23/2007 13:50,8.35,8.77
1/23/2007 13:59,7.454,8.57
1/23/2007 14:10,6.794,8
1/23/2007 14:19,6.194,7.426
1/23/2007 14:30,6.068,7.139
1/23/2007 14:39,6.041,6.853
1/23/2007 14:50,6.935,7.426
1/23/2007 15:00,6.501,7.426
1/23/2007 15:09,5.742,6.47
1/23/2007 15:20,5.56,6.279
1/23/2007 15:29,4.402,5.514
1/23/2007 15:40,3.814,4.749
1/23/2007 15:49,2.955,3.984
1/23/2007 16:00,2.256,3.41
1/23/2007 16:09,2.708,3.792
1/23/2007 16:20,3.365,3.984
1/23/2007 16:30,3.347,4.175
1/23/2007 16:39,4.358,4.94
1/23/2007 16:50,4.186,4.749
1/23/2007 16:59,3.572,3.984
1/23/2007 17:10,3.228,3.792
1/23/2007 17:19,3.805,4.558
1/23/2007 17:30,4.093,4.749
1/23/2007 17:39,4.962,5.896
1/23/2007 17:50,6.343,7.426
1/23/2007 18:00,6.445,6.853
1/23/2007 18:09,6.572,7.044
1/23/2007 18:20,6.9,7.809
1/23/2007 18:29,7.23,8.19
1/23/2007 18:40,7.146,7.618
1/23/2007 18:49,7.004,7.426
1/23/2007 19:00,6.416,7.235
1/23/2007 19:09,5.778,6.087
1/23/2007 19:20,6.276,7.235
1/23/2007 19:30,6.078,6.47
1/23/2007 19:39,5.858,6.47
1/23/2007 19:50,5.595,6.087
1/23/2007 19:59,5.626,6.661
1/23/2007 20:10,5.754,6.661
1/23/2007 20:19,6.939,7.809
1/23/2007 20:30,7.382,8
1/23/2007 20:39,7.668,8.38
1/23/2007 20:50,7.395,8.19
1/23/2007 21:00,8.67,8.96
1/23/2007 21:09,7.952,8.77
1/23/2007 21:20,8.69,9.72
1/23/2007 21:29,9.92,10.49
1/23/2007 21:40,10.08,10.49
1/23/2007 21:49,8.91,9.53
1/23/2007 22:00,7.947,8.57
1/23/2007 22:09,8.03,8.19
1/23/2007 22:20,8.44,8.96
1/23/2007 22:30,8.42,9.15
1/23/2007 22:39,9.11,9.72
1/23/2007 22:50,8.69,9.15
1/23/2007 22:59,8.91,9.53
1/23/2007 23:10,8.32,9.53
1/23/2007 23:19,8.3,8.57
1/23/2007 23:30,8.1,8.38
1/23/2007 23:39,7.916,8.38
1/23/2007 23:50,7.753,8
1/24/2007 0:00,6.847,7.618
1/24/2007 0:09,6.791,7.044
1/24/2007 0:20,6.802,7.235
1/24/2007 0:29,6.675,7.235
1/24/2007 0:40,5.629,6.087
1/24/2007 0:49,4.866,5.322
1/24/2007 1:00,5.163,5.705
1/24/2007 1:09,5.145,5.705
1/24/2007 1:20,4.736,5.322
1/24/2007 1:30,4.533,5.131
1/24/2007 1:39,4.552,5.131
1/24/2007 1:50,5.225,5.514
1/24/2007 1:59,5.506,5.896
1/24/2007 2:10,5.635,5.896
1/24/2007 2:19,5.176,6.087
1/24/2007 2:30,5.078,5.322
1/24/2007 2:39,4.916,5.131
1/24/2007 2:50,5.584,6.087
1/24/2007 3:00,5.574,6.087
1/24/2007 3:09,5.353,5.705
1/24/2007 3:20,5.148,5.514
1/24/2007 3:29,4.451,4.749
1/24/2007 3:40,4.535,4.749
1/24/2007 3:49,4.709,4.94
1/24/2007 4:00,4.416,4.558
1/24/2007 4:09,4.218,4.558
1/24/2007 4:20,4.663,5.131
1/24/2007 4:30,4.984,5.514
1/24/2007 4:39,4.665,5.322
1/24/2007 4:50,4.38,4.558
1/24/2007 4:59,3.375,3.984
1/24/2007 5:10,3.567,3.984
1/24/2007 5:19,3.153,3.601
1/24/2007 5:30,2.415,3.028
1/24/2007 5:39,2.149,3.028
1/24/2007 5:50,2.069,2.645
1/24/2007 6:00,2.116,2.454
1/24/2007 6:09,1.894,2.262
1/24/2007 6:20,2.416,2.836
1/24/2007 6:29,2.933,3.41
1/24/2007 6:40,3.215,3.41
1/24/2007 6:49,3.254,3.601
1/24/2007 7:00,3.617,4.175
1/24/2007 7:09,3.514,3.984
1/24/2007 7:20,4.508,5.514
1/24/2007 7:30,5.742,6.279
1/24/2007 7:39,7.206,7.809
1/24/2007 7:50,7.617,7.809
1/24/2007 7:59,7.759,8
1/24/2007 8:10,8,8.57
1/24/2007 8:19,8.05,8.38
1/24/2007 8:30,7.958,8.19
1/24/2007 8:39,8.65,9.15
1/24/2007 8:50,8.63,9.05
1/24/2007 9:00,7.671,8.96
1/24/2007 9:09,6.32,7.235
1/24/2007 9:20,6.234,6.853
1/24/2007 9:29,5.777,6.661
1/24/2007 9:40,5.033,7.235
1/24/2007 9:49,4.654,6.279
1/24/2007 10:00,6.444,8
1/24/2007 10:09,6.972,8
1/24/2007 10:20,7.617,8.19
1/24/2007 10:30,7.683,8.38
1/24/2007 10:39,7.941,8.57
1/24/2007 10:50,7.09,8.38
1/24/2007 10:59,7.385,8.38
1/24/2007 11:10,7.227,8.19
1/24/2007 11:19,6.792,8
1/24/2007 11:30,6.577,7.618
1/24/2007 11:39,6.557,7.809
1/24/2007 11:50,6.389,8.38
1/24/2007 12:00,6.315,7.044
1/24/2007 12:09,6.408,7.235
1/24/2007 12:20,6.55,7.426
1/24/2007 12:29,6.332,7.618
1/24/2007 12:40,6.807,8.57
1/24/2007 12:49,6.788,8.38
1/24/2007 13:00,6.964,8.77
1/24/2007 13:09,7.113,8.96
1/24/2007 13:20,6.813,8.19
1/24/2007 13:30,7.135,9.72
1/24/2007 13:39,8.28,9.53
1/24/2007 13:50,9.93,11.44
1/24/2007 13:59,10.7,11.63
1/24/2007 14:10,10.24,10.87
1/24/2007 14:19,10.28,11.44
1/24/2007 14:30,9.2,10.68
1/24/2007 14:39,9.49,10.87
1/24/2007 14:50,10.44,11.25
1/24/2007 15:00,10.1,11.06
1/24/2007 15:09,10.96,12.59
1/24/2007 15:20,11.6,13.36
1/24/2007 15:29,10.24,11.06
1/24/2007 15:40,8.73,9.53
1/24/2007 15:49,8.75,9.72
1/24/2007 16:00,7.095,9.34
1/24/2007 16:09,7.22,9.72
1/24/2007 16:20,7.873,10.3
1/24/2007 16:30,8.91,10.87
1/24/2007 16:39,8.74,11.06
1/24/2007 16:50,9.66,9.91
1/24/2007 16:59,9.67,10.49
1/24/2007 17:10,10.45,11.06
1/24/2007 17:19,10.14,10.68
1/24/2007 17:39,9.34,9.53
1/24/2007 17:50,10.35,12.21
1/24/2007 18:00,11.28,12.4
1/24/2007 18:09,11.19,11.83
1/24/2007 18:20,10.88,13.36
1/24/2007 18:29,11.83,13.93
1/24/2007 18:40,11.22,12.4
1/24/2007 18:49,11.57,12.97
1/24/2007 19:00,11.17,12.21
1/24/2007 19:09,10.22,11.35
1/24/2007 19:20,9.61,10.87
1/24/2007 19:30,10.97,11.83
1/24/2007 19:50,10.75,11.63
1/24/2007 19:59,12.21,12.59
1/24/2007 20:10,11.24,12.21
